draw,capability,pct_nodes_changed,mean_abs_score_delta,max_weight
87,restorativeness,1.1516314779270633,0.002303262955854127,0.256196469847837
88,restorativeness,18.87396033269354,0.037747920665387076,0.2593315774922402
89,restorativeness,0.4478566858605247,0.0008957133717210495,0.22285589653019353
90,restorativeness,0.19193857965451055,0.00038387715930902124,0.25447935109246517
91,restorativeness,0.3838771593090211,0.0007677543186180424,0.2439617073449365
92,restorativeness,1.2795905310300704,0.0025591810620601407,0.25184082937764085
93,restorativeness,1.5355086372360844,0.0030710172744721695,0.22990225342027704
94,restorativeness,18.93793985924504,0.03787587971849009,0.2654452293151083
95,restorativeness,0.4478566858605247,0.0008957133717210495,0.2097711187129782
96,restorativeness,2.1753039027511196,0.00435060780550224,0.27373681212811574
97,restorativeness,0.2559181062060141,0.0005118362124120282,0.2111626489052839
98,restorativeness,1.0236724248240563,0.0020473448496481127,0.3127389826104857
99,restorativeness,0.8957133717210494,0.001791426743442099,0.2950834042471845
100,restorativeness,2.1753039027511196,0.00435060780550224,0.3086282659363713
101,restorativeness,1.5355086372360844,0.0030710172744721695,0.22135122903337237
102,restorativeness,3.198976327575176,0.006397952655150352,0.25839276436589886
103,restorativeness,18.55406269993602,0.037108125399872044,0.24964456430694115
104,restorativeness,1.471529110684581,0.0029430582213691623,0.2978852439953646
105,restorativeness,19.513755598208572,0.039027511196417154,0.30142181987092115
106,restorativeness,2.6871401151631478,0.005374280230326297,0.24170088160315534
107,restorativeness,1.0876519513755598,0.00217530390275112,0.2587607213713055
108,restorativeness,0.9596928982725527,0.0019193857965451055,0.22812869076186373
109,restorativeness,3.8387715930902107,0.007677543186180425,0.2809781671637289
110,restorativeness,1.4075495841330774,0.002815099168266155,0.23344482489933147
111,restorativeness,1.4075495841330774,0.002815099168266155,0.24593552794009166
112,restorativeness,0.6397952655150352,0.0012795905310300703,0.22504813097004672
113,restorativeness,2.495201535508637,0.0049904030710172746,0.26997401395930165
114,restorativeness,0.8317338451695457,0.0016634676903390915,0.2636572466632441
115,restorativeness,1.2156110044785668,0.0024312220089571343,0.2322449789359494
116,restorativeness,20.281509916826614,0.04069097888675624,0.2995078284703938
117,restorativeness,1.2795905310300704,0.0025591810620601407,0.22145669551429534
118,restorativeness,20.34548944337812,0.040818937939859246,0.27385667836162586
119,restorativeness,1.0876519513755598,0.00217530390275112,0.2245213512257336
120,restorativeness,20.473448496481126,0.04120281509916827,0.3020574872310111
121,restorativeness,3.3909149072296865,0.006781829814459374,0.26029680301442054
122,restorativeness,0.5758157389635317,0.0011516314779270636,0.2635183429057373
123,restorativeness,5.054382597568778,0.010108765195137556,0.3296742473908903
124,restorativeness,1.0876519513755598,0.00217530390275112,0.2112889011567603
125,restorativeness,1.2156110044785668,0.002431222008957134,0.23054238948515693
126,restorativeness,1.599488163787588,0.003198976327575176,0.25324612642860145
127,restorativeness,1.8554062699936023,0.003710812539987204,0.24691384455752577
128,restorativeness,3.5828534868841975,0.007165706973768395,0.276065878305762
129,restorativeness,0.7037747920665387,0.0014075495841330775,0.2552270942926429
130,restorativeness,1.6634676903390915,0.0033269353806781835,0.2298099143187262
131,restorativeness,2.4312220089571337,0.004862444017914269,0.24625828032747749
132,restorativeness,2.1753039027511196,0.00435060780550224,0.223581473020278
133,restorativeness,1.0876519513755598,0.00217530390275112,0.2619600560926761
134,restorativeness,2.8790786948176583,0.005758157389635317,0.3397835304106471
135,restorativeness,0.8317338451695457,0.0016634676903390915,0.23374802942923448
136,restorativeness,20.92130518234165,0.04197056941778631,0.2542729027447096
137,restorativeness,19.065898912348047,0.03813179782469609,0.25491929858917317
138,restorativeness,18.87396033269354,0.037747920665387076,0.24359567315161526
139,restorativeness,19.001919385796544,0.038003838771593086,0.2670015628753639
140,restorativeness,0.3838771593090211,0.0007677543186180424,0.22065940370614376
141,restorativeness,18.55406269993602,0.037108125399872044,0.2866937833717717
142,restorativeness,0.7037747920665387,0.0014075495841330775,0.22104973504882922
143,restorativeness,2.8790786948176583,0.005758157389635317,0.32891375540066586
144,restorativeness,0.3198976327575176,0.0006397952655150352,0.23228031149340078
145,restorativeness,1.6634676903390915,0.0033269353806781835,0.3009980724951677
146,restorativeness,2.1753039027511196,0.00435060780550224,0.26758762613201675
147,restorativeness,3.45489443378119,0.0069097888675623805,0.30731607977738495
148,restorativeness,1.0236724248240563,0.0020473448496481127,0.22470901911148902
149,restorativeness,0.2559181062060141,0.0005118362124120283,0.2290594861786988
150,restorativeness,1.1516314779270633,0.002303262955854127,0.2629484170795371
151,restorativeness,3.45489443378119,0.006909788867562381,0.28604941414472196
152,restorativeness,18.93793985924504,0.03787587971849009,0.28048928591510636
153,restorativeness,0.3198976327575176,0.0006397952655150352,0.260045192632653
154,restorativeness,2.4312220089571337,0.004862444017914269,0.2383461195720786
155,restorativeness,19.001919385796544,0.038003838771593086,0.2276990347801219
156,restorativeness,0.5758157389635317,0.0011516314779270636,0.2557392938501221
157,restorativeness,1.2156110044785668,0.002431222008957134,0.2159642212145632
158,restorativeness,2.1753039027511196,0.00435060780550224,0.28018041407597943
159,restorativeness,19.321817018554064,0.03864363403710813,0.26817439399493653
160,restorativeness,3.198976327575176,0.006397952655150352,0.26183289488555256
161,restorativeness,3.9027511196417146,0.007805502239283431,0.3004182917494913
162,restorativeness,1.599488163787588,0.003198976327575176,0.27788045860714283
163,restorativeness,0.7037747920665387,0.0014075495841330775,0.26044744359488214
164,restorativeness,1.3435700575815739,0.0026871401151631483,0.25513122045540193
165,restorativeness,20.34548944337812,0.04069097888675624,0.308374143010529
166,restorativeness,0.12795905310300704,0.0002559181062060141,0.22525528546472479
167,restorativeness,2.943058221369162,0.0058861164427383246,0.28790672430221725
168,restorativeness,1.4075495841330774,0.002815099168266155,0.21766621332379116
169,restorativeness,1.3435700575815739,0.002687140115163148,0.2473352380814315
