from_lon,from_lat,to_lon,to_lat,google_maps_transit_url,travel_time,wait_time
9.1058,39.228,9.1124,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.228%2C9.1058&destination=39.22%2C9.1124&travelmode=transit&departure_time=1760522400",22,1.0666666666666667
9.1058,39.228,9.1136,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.228%2C9.1058&destination=39.22%2C9.1136&travelmode=transit&departure_time=1760522400",22,1.0666666666666667
9.1058,39.228,9.114799999999999,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.228%2C9.1058&destination=39.22%2C9.114799999999999&travelmode=transit&departure_time=1760522400",27,4.333333333333333
9.1058,39.228,9.116,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.228%2C9.1058&destination=39.22%2C9.116&travelmode=transit&departure_time=1760522400",25,4.333333333333333
9.1058,39.228,9.117199999999999,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.228%2C9.1058&destination=39.22%2C9.117199999999999&travelmode=transit&departure_time=1760522400",24,4.333333333333333
9.1058,39.228,9.1184,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.228%2C9.1058&destination=39.22%2C9.1184&travelmode=transit&departure_time=1760522400",24,4.333333333333333
9.1058,39.228,9.1196,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.228%2C9.1058&destination=39.22%2C9.1196&travelmode=transit&departure_time=1760522400",27,4.333333333333333
9.1058,39.228,9.1208,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.228%2C9.1058&destination=39.22%2C9.1208&travelmode=transit&departure_time=1760522400",29,4.333333333333333
9.095,39.229,9.11,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.095&destination=39.22%2C9.11&travelmode=transit&departure_time=1760522400",25,1.0333333333333334
9.095,39.229,9.1112,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.095&destination=39.22%2C9.1112&travelmode=transit&departure_time=1760522400",37,8.5
