from_lat,from_lon,to_lat,to_lon,google_maps_transit_url,travel_time_min,wait_time_min,impedance_min,is_missing
39.227183,9.06833,39.266412,9.084925,https://www.google.com/maps/dir/?api=1&origin=39.227183%2C9.06833&destination=39.266412%2C9.084925&travelmode=transit&departure_time=1760529600,,,,1
39.228822,9.113472,39.168404,9.031433,https://www.google.com/maps/dir/?api=1&origin=39.228822%2C9.113472&destination=39.168404%2C9.031433&travelmode=transit&departure_time=1760529600,,,,1
39.216217,9.103943,39.183439,9.159729,https://www.google.com/maps/dir/?api=1&origin=39.216217%2C9.103943&destination=39.183439%2C9.159729&travelmode=transit&departure_time=1760529600,,,,1
39.21038,9.137663,39.18923,9.168061,https://www.google.com/maps/dir/?api=1&origin=39.21038%2C9.137663&destination=39.18923%2C9.168061&travelmode=transit&departure_time=1760529600,,,,1
39.195871,9.152331,39.230516,9.074013,https://www.google.com/maps/dir/?api=1&origin=39.195871%2C9.152331&destination=39.230516%2C9.074013&travelmode=transit&departure_time=1760529600,,,,1
39.220447,9.068277,39.249563,9.101104,https://www.google.com/maps/dir/?api=1&origin=39.220447%2C9.068277&destination=39.249563%2C9.101104&travelmode=transit&departure_time=1760529600,,,,1
39.227241,9.078898,39.228188,9.092621,https://www.google.com/maps/dir/?api=1&origin=39.227241%2C9.078898&destination=39.228188%2C9.092621&travelmode=transit&departure_time=1760529600,,,,1
39.238665,9.10109,39.167411,9.029943,https://www.google.com/maps/dir/?api=1&origin=39.238665%2C9.10109&destination=39.167411%2C9.029943&travelmode=transit&departure_time=1760529600,,,,1
39.214128,9.122405,39.183843,9.161033,https://www.google.com/maps/dir/?api=1&origin=39.214128%2C9.122405&destination=39.183843%2C9.161033&travelmode=transit&departure_time=1760529600,,,,1
39.165266,9.03131,39.213556,9.12144,https://www.google.com/maps/dir/?api=1&origin=39.165266%2C9.03131&destination=39.213556%2C9.12144&travelmode=transit&departure_time=1760529600,,,,1
39.222051,9.055875,39.209879,9.139856,https://www.google.com/maps/dir/?api=1&origin=39.222051%2C9.055875&destination=39.209879%2C9.139856&travelmode=transit&departure_time=1760529600,,,,1
39.204283,9.125159,39.23018,9.073161,https://www.google.com/maps/dir/?api=1&origin=39.204283%2C9.125159&destination=39.23018%2C9.073161&travelmode=transit&departure_time=1760529600,,,,1
39.204089,9.136935,39.188656,9.165249,https://www.google.com/maps/dir/?api=1&origin=39.204089%2C9.136935&destination=39.188656%2C9.165249&travelmode=transit&departure_time=1760529600,,,,1
39.187854,9.165618,39.226488,9.118615,https://www.google.com/maps/dir/?api=1&origin=39.187854%2C9.165618&destination=39.226488%2C9.118615&travelmode=transit&departure_time=1760529600,,,,1
39.221865,9.072066,39.20182,9.1436,https://www.google.com/maps/dir/?api=1&origin=39.221865%2C9.072066&destination=39.20182%2C9.1436&travelmode=transit&departure_time=1760529600,,,,1
39.216173,9.157981,39.197755,9.153208,https://www.google.com/maps/dir/?api=1&origin=39.216173%2C9.157981&destination=39.197755%2C9.153208&travelmode=transit&departure_time=1760529600,,,,1
39.223373,9.118144,39.269915,9.077015,https://www.google.com/maps/dir/?api=1&origin=39.223373%2C9.118144&destination=39.269915%2C9.077015&travelmode=transit&departure_time=1760529600,,,,1
39.198147,9.137335,39.223127,9.039107,https://www.google.com/maps/dir/?api=1&origin=39.198147%2C9.137335&destination=39.223127%2C9.039107&travelmode=transit&departure_time=1760529600,,,,1
39.215851,9.15614,39.198298,9.148144,https://www.google.com/maps/dir/?api=1&origin=39.215851%2C9.15614&destination=39.198298%2C9.148144&travelmode=transit&departure_time=1760529600,,,,1
39.204696,9.135725,39.216223,9.150655,https://www.google.com/maps/dir/?api=1&origin=39.204696%2C9.135725&destination=39.216223%2C9.150655&travelmode=transit&departure_time=1760529600,,,,1
39.221057,9.055985,39.223331,9.117672,https://www.google.com/maps/dir/?api=1&origin=39.221057%2C9.055985&destination=39.223331%2C9.117672&travelmode=transit&departure_time=1760529600,,,,1
39.188292,9.16566,39.201701,9.150083,https://www.google.com/maps/dir/?api=1&origin=39.188292%2C9.16566&destination=39.201701%2C9.150083&travelmode=transit&departure_time=1760529600,,,,1
39.226015,9.068868,39.245076,9.119195,https://www.google.com/maps/dir/?api=1&origin=39.226015%2C9.068868&destination=39.245076%2C9.119195&travelmode=transit&departure_time=1760529600,,,,1
39.250385,9.118862,39.18923,9.168061,https://www.google.com/maps/dir/?api=1&origin=39.250385%2C9.118862&destination=39.18923%2C9.168061&travelmode=transit&departure_time=1760529600,,,,1
39.168024,9.033646,39.227015,9.111458,https://www.google.com/maps/dir/?api=1&origin=39.168024%2C9.033646&destination=39.227015%2C9.111458&travelmode=transit&departure_time=1760529600,,,,1
39.250395,9.112426,39.183675,9.161358,https://www.google.com/maps/dir/?api=1&origin=39.250395%2C9.112426&destination=39.183675%2C9.161358&travelmode=transit&departure_time=1760529600,,,,1
39.182757,9.158609,39.16835,9.030508,https://www.google.com/maps/dir/?api=1&origin=39.182757%2C9.158609&destination=39.16835%2C9.030508&travelmode=transit&departure_time=1760529600,,,,1
39.167194,9.031067,39.232863,9.131117,https://www.google.com/maps/dir/?api=1&origin=39.167194%2C9.031067&destination=39.232863%2C9.131117&travelmode=transit&departure_time=1760529600,,,,1
39.176086,9.027983,39.230265,9.101498,https://www.google.com/maps/dir/?api=1&origin=39.176086%2C9.027983&destination=39.230265%2C9.101498&travelmode=transit&departure_time=1760529600,,,,1
39.203001,9.137797,39.214278,9.150157,https://www.google.com/maps/dir/?api=1&origin=39.203001%2C9.137797&destination=39.214278%2C9.150157&travelmode=transit&departure_time=1760529600,,,,1
39.18895,9.166594,39.201321,9.14988,https://www.google.com/maps/dir/?api=1&origin=39.18895%2C9.166594&destination=39.201321%2C9.14988&travelmode=transit&departure_time=1760529600,,,,1
39.228201,9.073084,39.255491,9.101155,https://www.google.com/maps/dir/?api=1&origin=39.228201%2C9.073084&destination=39.255491%2C9.101155&travelmode=transit&departure_time=1760529600,,,,1
