id,lon,lat
d501,9.1419652,39.2053027
d502,9.1242264,39.2053214
d503,9.1419086,39.2053521
d504,9.1643195,39.2053759
d505,9.1260689,39.2053839
d506,9.1622673,39.2054196
d507,9.1469255,39.2054201
d508,9.1643536,39.2054334
d509,9.1240532,39.2054503
d510,9.1419062,39.2054525
d511,9.1477731,39.205476
d512,9.0855224,39.2054848
d513,9.1468469,39.2054868
d514,9.1439492,39.2055237
d515,9.1241949,39.2055239
d516,9.1463018,39.205551
d517,9.1298254,39.2055705
d518,9.1242423,39.2056044
d519,9.1469317,39.2056116
d520,9.1421521,39.2056345
d521,9.1458377,39.2056517
d522,9.1461424,39.2056517
d523,9.1461894,39.2056521
d524,9.1443074,39.2057164
d525,9.1636689,39.205725
d526,9.1496397,39.2057378
d527,9.1454246,39.2057389
d528,9.1468455,39.2057574
d529,9.1624617,39.2059136
d530,9.1454318,39.2059736
d531,9.0824548,39.206071
d532,9.1434458,39.2060813
d533,9.1246819,39.2061141
d534,9.1650951,39.2061993
d535,9.1440888,39.2062638
d536,9.1354487,39.206324
d537,9.1496422,39.2063455
d538,9.143168,39.206366
d539,9.1647161,39.2064145
d540,9.1652738,39.2064702
d541,9.1518684,39.2064874
d542,9.0825839,39.2064888
d543,9.1648155,39.2065118
d544,9.1518495,39.2065299
d545,9.1410952,39.2065509
d546,9.1416144,39.2065543
d547,9.1428589,39.2065668
d548,9.1647084,39.2065683
d549,9.1431625,39.20657
d550,9.1492601,39.2065792
d551,9.1228248,39.2065872
d552,9.1627456,39.2066348
d553,9.1517983,39.2066407
d554,9.1316739,39.2066736
d555,9.1280032,39.2066988
d556,9.081526,39.2067169
d557,9.1514423,39.206731
d558,9.1493701,39.2067456
d559,9.1428558,39.2067705
d560,9.1238516,39.206798
d561,9.0822085,39.206802
d562,9.1295646,39.2068216
d563,9.1410686,39.2069234
d564,9.1416148,39.2069264
d565,9.1647165,39.2069381
d566,9.1431801,39.2069453
d567,9.1232353,39.2070322
d568,9.0813684,39.2070528
d569,9.1649897,39.2071448
d570,9.124745,39.2071724
d571,9.0821011,39.2072108
d572,9.1247672,39.2072441
d573,9.1661613,39.2072977
d574,9.1325858,39.2073051
d575,9.1357741,39.2073134
d576,9.0823938,39.207318
d577,9.124879,39.2073517
d578,9.1246752,39.2073955
d579,9.1249174,39.2074433
d580,9.1249312,39.2074831
d581,9.1226686,39.2075428
d582,9.1243384,39.207567
d583,9.1431357,39.2076051
d584,9.1242685,39.2076663
d585,9.083214,39.2076793
d586,9.1309455,39.2076899
d587,9.1508229,39.2077655
d588,9.1639355,39.207778
d589,9.137399,39.2077783
d590,9.1241858,39.2077809
d591,9.1532298,39.2077951
d592,9.1249788,39.20783
d593,9.1246923,39.2079073
d594,9.1382903,39.2079464
d595,9.1337225,39.2079504
d596,9.1444496,39.2080561
d597,9.1441078,39.2080577
d598,9.141755,39.2080601
d599,9.1529323,39.2080848
d600,9.1301289,39.2080925
d601,9.1334922,39.2081475
d602,9.1246083,39.208216
d603,9.1420342,39.208233
d604,9.1246705,39.2082534
d605,9.1249918,39.2083862
d606,9.1250625,39.2084308
d607,9.1513096,39.2084638
d608,9.1487106,39.2084885
d609,9.1366241,39.2085107
d610,9.1259319,39.2085195
d611,9.1207702,39.2085441
d612,9.1670366,39.2085495
d613,9.1329013,39.2086117
d614,9.1393234,39.2086949
d615,9.1537612,39.2087299
d616,9.1202606,39.2087436
d617,9.1485773,39.2087488
d618,9.1260066,39.2087742
d619,9.1147974,39.2088504
d620,9.1149231,39.2088634
d621,9.1270412,39.2088705
d622,9.1149332,39.2088763
d623,9.1245498,39.20889
d624,9.1306863,39.2088947
d625,9.1147626,39.2088981
d626,9.124237,39.2089262
d627,9.11493,39.20894
d628,9.0540587,39.2089593
d629,9.1682341,39.2090092
d630,9.1255292,39.2090259
d631,9.139,39.2090977
d632,9.1246174,39.2091127
d633,9.1397168,39.2091174
d634,9.119282,39.2091267
d635,9.135191,39.2091402
d636,9.1350254,39.2091453
d637,9.1491081,39.2091824
d638,9.1355079,39.2091983
d639,9.1395681,39.2092229
d640,9.1243837,39.209234
d641,9.1247932,39.2092546
d642,9.1678306,39.2092696
d643,9.1334794,39.2092722
d644,9.1500132,39.2092734
d645,9.1358203,39.2092969
d646,9.1438084,39.2092994
d647,9.1250248,39.2093629
d648,9.126256,39.2093935
d649,9.1543842,39.2094509
d650,9.1363405,39.2094633
d651,9.1250219,39.2095169
d652,9.1647299,39.2095259
d653,9.127434,39.2095274
d654,9.1262635,39.2095277
d655,9.1236931,39.2095281
d656,9.1365353,39.209532
d657,9.1247025,39.2095399
d658,9.1255937,39.20956
d659,9.1239264,39.2095644
d660,9.139579,39.2095919
d661,9.1493906,39.2095942
d662,9.1303936,39.2096278
d663,9.1237308,39.209631
d664,9.1244295,39.2096317
d665,9.1492744,39.2096403
d666,9.1690462,39.2096526
d667,9.149073,39.2096545
d668,9.124445,39.2096677
d669,9.1299102,39.2096815
d670,9.1364767,39.2096874
d671,9.1415841,39.2097115
d672,9.1646097,39.2097137
d673,9.1243825,39.2097218
d674,9.1646261,39.2097346
d675,9.1648992,39.2097361
d676,9.1350275,39.2097786
d677,9.1491964,39.2097863
d678,9.1693745,39.2097972
d679,9.1244046,39.2098319
d680,9.1202537,39.209836
d681,9.1538849,39.2098363
d682,9.1369921,39.2098723
d683,9.139856,39.2098795
d684,9.1142717,39.2098808
d685,9.141529,39.2098931
d686,9.1241435,39.2099002
d687,9.1417129,39.2099016
d688,9.0558452,39.2099037
d689,9.1493935,39.2099833
d690,9.1379619,39.2099944
d691,9.1229465,39.2100532
d692,9.1136919,39.2100602
d693,9.1278231,39.2100709
d694,9.1289262,39.2100717
d695,9.1456873,39.2100855
d696,9.1423766,39.210089
d697,9.1383458,39.2101343
d698,9.1398576,39.2101428
d699,9.1421153,39.2101457
d700,9.1223292,39.2101492
d701,9.1399392,39.2101557
d702,9.1423398,39.2101946
d703,9.1424686,39.2102192
d704,9.1382022,39.2102402
d705,9.1274631,39.210264
d706,9.1424535,39.2102701
d707,9.1399932,39.2103154
d708,9.1278264,39.210319
d709,9.1244056,39.2103192
d710,9.1295854,39.2103408
d711,9.1239167,39.210347
d712,9.1398309,39.2103478
d713,9.1249761,39.2103534
d714,9.1233535,39.210379
d715,9.1244617,39.210431
d716,9.1490677,39.2104411
d717,9.1207708,39.2104784
d718,9.1161272,39.2105006
d719,9.1147859,39.2105506
d720,9.1375186,39.2105694
d721,9.1399614,39.2105748
d722,9.1397958,39.2105987
d723,9.1208221,39.210621
d724,9.1253729,39.2106492
d725,9.1399407,39.2106518
d726,9.1704496,39.210664
d727,9.1299497,39.2107065
d728,9.126156,39.2107112
d729,9.1703668,39.2107228
d730,9.1364459,39.2107685
d731,9.1356858,39.210802
d732,9.123388,39.2108293
d733,9.1232247,39.2108359
d734,9.1183534,39.2108491
d735,9.1211948,39.2108503
d736,9.1247751,39.2108611
d737,9.1411789,39.2108723
d738,9.1199113,39.210899
d739,9.1200262,39.2109341
d740,9.1412114,39.2109525
d741,9.1133202,39.2109959
d742,9.1551174,39.2110109
d743,9.1412155,39.2110505
d744,9.1152335,39.2110527
d745,9.1262458,39.2110627
d746,9.1425267,39.2110781
d747,9.1192701,39.2111055
d748,9.1245083,39.2111271
d749,9.1220744,39.2111444
d750,9.1232508,39.2111811
d751,9.0990047,39.2112559
d752,9.1419236,39.2114058
d753,9.1415668,39.211418
d754,9.1712508,39.2114357
d755,9.1418468,39.2114388
d756,9.099231,39.2114671
d757,9.1198327,39.2114966
d758,9.1157106,39.2115809
d759,9.1261507,39.2116582
d760,9.1251462,39.2117058
d761,9.1220253,39.2117109
d762,9.1425709,39.2117971
d763,9.126013,39.2118451
d764,9.125813,39.2119129
d765,9.123021,39.2119426
d766,9.1296959,39.2119508
d767,9.1251756,39.21203
d768,9.1250908,39.2120458
d769,9.1152652,39.2120667
d770,9.1162519,39.2120865
d771,9.1162581,39.2121025
d772,9.1138981,39.2121097
d773,9.1225898,39.2121173
d774,9.1325748,39.2121411
d775,9.1137818,39.2122178
d776,9.1153473,39.2122294
d777,9.1240744,39.2122296
d778,9.1141031,39.2122331
d779,9.1722824,39.2122445
d780,9.1147529,39.212268
d781,9.1143137,39.2122693
d782,9.1153772,39.2122781
d783,9.1154064,39.2123321
d784,9.0914291,39.2123548
d785,9.1153806,39.2123828
d786,9.1277331,39.2123833
d787,9.1426493,39.2124039
d788,9.1153122,39.2124113
d789,9.1189889,39.2124189
d790,9.1152143,39.2124549
d791,9.1751152,39.2124573
d792,9.0988416,39.2124695
d793,9.1238967,39.2124737
d794,9.1233494,39.2124835
d795,9.147652,39.2124888
d796,9.1133367,39.2125056
d797,9.1144899,39.2125208
d798,9.172822,39.2125501
d799,9.1196454,39.2125547
d800,9.123505,39.2125676
d801,9.0919704,39.2125818
d802,9.1300803,39.2125947
d803,9.1248055,39.2126098
d804,9.1193695,39.2126178
d805,9.1326658,39.212637
d806,9.1144043,39.2126484
d807,9.1566346,39.2126552
d808,9.1156919,39.2126761
d809,9.1157259,39.2127012
d810,9.1155326,39.2127088
d811,9.1154156,39.2127132
d812,9.1431822,39.212715
d813,9.1262557,39.2127185
d814,9.1731298,39.2127238
d815,9.1103536,39.2127526
d816,9.1732633,39.2127863
d817,9.1156184,39.212824
d818,9.0900793,39.2128634
d819,9.1124859,39.212881
d820,9.1136828,39.2129638
d821,9.0912534,39.2129697
d822,9.1736593,39.2130018
d823,9.113733,39.2130036
d824,9.0991385,39.2130074
d825,9.1283383,39.2130392
d826,9.1150058,39.2130504
d827,9.1233761,39.2130742
d828,9.1193254,39.2130764
d829,9.117974,39.2130768
d830,9.1138306,39.2130895
d831,9.1139368,39.2130902
d832,9.1192582,39.2130914
d833,9.1481799,39.2130979
d834,9.1239483,39.2131018
d835,9.1156986,39.2131094
d836,9.1140155,39.2131757
d837,9.1462178,39.2131842
d838,9.1157609,39.2131862
d839,9.1245097,39.2132138
d840,9.1276998,39.2132441
d841,9.1730624,39.2132508
d842,9.1113356,39.2132718
d843,9.127402,39.2133023
d844,9.112107,39.2133075
d845,9.1169313,39.213311
d846,9.1479875,39.2133171
d847,9.1135277,39.2133172
d848,9.1273091,39.2133205
d849,9.123571,39.213331
d850,9.119007,39.2133323
d851,9.1130345,39.2133433
d852,9.1742807,39.2133478
d853,9.1153087,39.2133529
d854,9.1152775,39.2133667
d855,9.1130775,39.2133902
d856,9.1447834,39.2133982
d857,9.1461804,39.2134054
d858,9.1161037,39.213411
d859,9.1262718,39.2134422
d860,9.1234575,39.2134509
d861,9.1159906,39.2134695
d862,9.1327602,39.2134996
d863,9.1143479,39.2135177
d864,9.1746097,39.2135231
d865,9.1212759,39.2135343
d866,9.1435133,39.2135385
d867,9.1214397,39.2135564
d868,9.1149331,39.2135893
d869,9.1214613,39.2136041
d870,9.1330053,39.2136459
d871,9.1226607,39.2136509
d872,9.1212591,39.2136584
d873,9.1483018,39.2136747
d874,9.113312,39.2136818
d875,9.1213386,39.2136896
d876,9.1155746,39.2136982
d877,9.1749303,39.2137025
d878,9.1263278,39.213739
d879,9.1438672,39.2137423
d880,9.1139942,39.2137715
d881,9.0914879,39.2137736
d882,9.1146132,39.2137961
d883,9.1183825,39.213801
d884,9.1227231,39.2138099
d885,9.091143,39.2138147
d886,9.1366124,39.2138199
d887,9.1165744,39.2138589
d888,9.125125,39.2138821
d889,9.1441898,39.2139046
d890,9.1152289,39.213921
d891,9.1326556,39.2139507
d892,9.0906113,39.2139637
d893,9.112582,39.2139803
d894,9.1732045,39.2140093
d895,9.1136339,39.2140111
d896,9.1188781,39.2140132
d897,9.1241325,39.2140231
d898,9.1142572,39.2140345
d899,9.1580061,39.2140544
d900,9.1167448,39.2140825
d901,9.1206318,39.2140876
d902,9.1149165,39.2141095
d903,9.1122609,39.2141543
d904,9.1325967,39.214156
d905,9.1180036,39.2142211
d906,9.0962988,39.2142273
d907,9.1229699,39.2142327
d908,9.1248798,39.2142465
d909,9.1132815,39.2142489
d910,9.1064688,39.2142578
d911,9.1229915,39.2142776
d912,9.1501567,39.2142776
d913,9.1146553,39.2142881
d914,9.1255232,39.2142982
d915,9.1330621,39.2143081
d916,9.1145667,39.2143314
d917,9.1199107,39.2143503
d918,9.1335477,39.214363
d919,9.1118442,39.2143853
d920,9.1222536,39.2143921
d921,9.1129821,39.2144153
d922,9.1436496,39.2144195
d923,9.1170608,39.2144473
d924,9.14348,39.2144707
d925,9.096606,39.2144938
d926,9.117108,39.2144999
d927,9.0960584,39.214563
d928,9.1127028,39.2145692
d929,9.1019923,39.2145985
d930,9.0968259,39.2146045
d931,9.1147742,39.2146087
d932,9.1332747,39.2146335
d933,9.1328475,39.2146338
d934,9.1147641,39.2146355
d935,9.1145586,39.2146671
d936,9.1024962,39.2146732
d937,9.1156798,39.2146816
d938,9.1132479,39.2146888
d939,9.0960911,39.2146975
d940,9.1209701,39.2146981
d941,9.1329804,39.2146986
d942,9.1029197,39.2147214
d943,9.1371141,39.214762
