node_id,lat,lon,capability_restorativeness,service_sport_and_movement,service_scenic_views,service_quietness,service_cultural_activities,service_nature_contact
304698936,39.2500602,9.1266352,0.9974848471456497,0.9974848471456497,0.9899956480076321,0.9756093392533636,0.8233848729951829,0.9899956480076321
304698937,39.2492777,9.1262473,0.9961029187745603,0.9961029187745603,0.9875143513117048,0.9728925178300986,0.821471723224378,0.9875143513117048
304698938,39.2497376,9.1269837,0.9971338327250814,0.9971338327250814,0.9901921298549764,0.9767022158348558,0.8240638413749263,0.9901921298549764
304763463,39.2412779,9.1121748,0.9974442383992786,0.9952740520486006,0.9974442383992786,0.9966680404240089,0.8364319125801425,0.9974442383992786
304763464,39.2414566,9.1125283,0.9974402078582173,0.9952212310263947,0.9974402078582173,0.9966223908070976,0.8363526027689445,0.9974402078582173
304763465,39.2415248,9.1119803,0.9971960671936773,0.9947735556477972,0.9971960671936773,0.996287270961792,0.8360874017352721,0.9971960671936773
304763467,39.2417909,9.1121587,0.9968109318654231,0.9939089853656197,0.9968109318654231,0.9957058690500747,0.8356064514436633,0.9968109318654231
304763470,39.2415349,9.1116309,0.996884062146696,0.99405685393194,0.996884062146696,0.9958146485860772,0.8356684387628552,0.996884062146696
304763471,39.2410447,9.1116848,0.9975959814420573,0.9956858311064749,0.9975959814420573,0.9969843761854178,0.8365808526755748,0.9975959814420573
304763473,39.2411739,9.1112388,0.997157157712018,0.9945386263487461,0.997157157712018,0.9963873502044465,0.8361397799644084,0.997157157712018
304763476,39.2477803,9.1137752,0.9964985825363983,0.981612012086193,0.9964985825363983,0.9833097170297663,0.8155588038607022,0.9964985825363983
304763477,39.2478353,9.1136221,0.9964538311628793,0.981239727714637,0.9964538311628793,0.9830532951134009,0.8151091285467442,0.9964538311628793
304763486,39.2469492,9.1111436,0.9894351340966022,0.9631535572992113,0.9894351340966022,0.9705767328869646,0.8027657581036518,0.9894351340966022
304763503,39.2477926,9.1037951,0.9992782276123019,0.9875144593042818,0.9992782276123019,0.9672930251569924,0.8152556028958787,0.9992782276123019
304763504,39.2473016,9.1056581,0.9992170351808193,0.9797813748443044,0.9992170351808193,0.9595246090051623,0.8081656281490861,0.9992170351808193
304763673,39.2492537,9.1176039,0.996745606466035,0.996745606466035,0.9957504267748089,0.9764067891773852,0.8005239442194207,0.9957504267748089
304763683,39.2477916,9.1174268,0.995495846546045,0.995495846546045,0.993722510387394,0.9713512601708736,0.7904863961162493,0.993722510387394
304763685,39.2486444,9.1187495,0.9965801199954423,0.9965801199954423,0.9941675362739045,0.9764274552658463,0.7991321588129253,0.9941675362739045
304763689,39.2470647,9.1207259,0.9969282478100174,0.9969282478100174,0.9919825312841369,0.9809346514335278,0.8026696307915829,0.9919825312841369
304763690,39.2481358,9.1201582,0.9975047180763041,0.9975047180763041,0.993170520333902,0.9807443030962021,0.8045067745530858,0.993170520333902
304763692,39.2465859,9.1203921,0.9967654077788752,0.9967654077788752,0.9918245118602366,0.9826067359721016,0.8061569663903649,0.9918245118602366
304763704,39.250385,9.1188624,0.998008099665747,0.998008099665747,0.9921211864804498,0.9738507136807282,0.7949331684539797,0.9921211864804498
304763705,39.2511317,9.1172429,0.9970973128184876,0.9970973128184876,0.989809627865815,0.9676630946496726,0.7859661598188469,0.989809627865815
304734577,39.2412324,9.1321728,0.9972912552585015,0.9972912552585015,0.9912904731377246,0.9936711374321546,0.8267132460074134,0.9912904731377246
304734581,39.2407612,9.1325569,0.9974291029530128,0.9974291029530128,0.9920712294945495,0.9939551199877298,0.8270544047484205,0.9920712294945495
304734585,39.2403313,9.1328783,0.9974641245323929,0.9974641245323929,0.9923183620688453,0.9937298335801271,0.8265385927968861,0.9923183620688453
304734586,39.240715,9.1315407,0.9974264303522656,0.9974264303522656,0.9918758523110622,0.9939210721588271,0.8270729856004521,0.9918758523110622
304734589,39.242096,9.1326173,0.9966884458104757,0.9966884458104757,0.9914285076271594,0.9927922958910296,0.8250772984469813,0.9914285076271594
304734591,39.2403289,9.13197,0.9975177348358105,0.9975177348358105,0.9924771650001192,0.99414332043729,0.8272897310501783,0.9924771650001192
304734592,39.2418515,9.1332258,0.9966193473428027,0.9966193473428027,0.9919806640278412,0.9923117218843962,0.8240798549930705,0.9919806640278412
304734593,39.2411148,9.1310962,0.9972494158882785,0.9972494158882785,0.9911818913559692,0.9937588320573045,0.8267724623799212,0.9911818913559692
304734595,39.242303,9.1321246,0.9967860697799379,0.9967860697799379,0.990830832250524,0.9929428793673843,0.8257314419727262,0.990830832250524
304734596,39.2426151,9.1315048,0.9967161520547864,0.9967161520547864,0.9901995309484134,0.993182610314058,0.8267688510171168,0.9901995309484134
304734597,39.2438381,9.1330042,0.995751473542796,0.995751473542796,0.9942252523824732,0.9941480243868692,0.8298053763179307,0.9942252523824732
304734600,39.2426612,9.1345402,0.9954267958957514,0.9954267958957514,0.9933374505710332,0.9927320438942309,0.8257424514032036,0.9933374505710332
304734601,39.2427307,9.1345873,0.9954279566415895,0.9954279566415895,0.9934024820084556,0.9927200816270874,0.826134026912387,0.9934024820084556
304734603,39.2424852,9.1351876,0.9942413460698977,0.9942413460698977,0.9936261642065585,0.9918326011293344,0.8231977382820298,0.9936261642065585
304734604,39.2422307,9.1358085,0.9948101003573369,0.994116807832954,0.9948101003573369,0.9918484332836717,0.8233143750948215,0.9948101003573369
304734608,39.2416131,9.133831,0.9953155408307878,0.9953155408307878,0.992858730305926,0.9929666619751306,0.8253131739569096,0.992858730305926
304734610,39.2413486,9.1345023,0.9946383874769309,0.9946383874769309,0.9919360341363397,0.9927520350182452,0.8246577819195838,0.9919360341363397
304734612,39.2411327,9.1350567,0.9941072819747239,0.9941072819747239,0.9929833671939297,0.9924332993665917,0.8239690336111466,0.9929833671939297
304734614,39.2424944,9.1299341,0.9930396519067394,0.9930396519067394,0.98865525834545,0.9891602576539186,0.8212919023654833,0.98865525834545
304734616,39.2419777,9.1303366,0.994425727868667,0.994425727868667,0.987200727992734,0.9909530073947432,0.8226017457098762,0.987200727992734
304699017,39.2471845,9.1240935,0.9957385438478926,0.9957385438478926,0.9886233937921649,0.9827495416948586,0.8134510009521052,0.9886233937921649
304699018,39.2473402,9.124299,0.9955782159342461,0.9955782159342461,0.9878692858585114,0.9819386225752896,0.8128455320374991,0.9878692858585114
304699019,39.2474946,9.1244973,0.9953225543264955,0.9953225543264955,0.9873359210028244,0.9813646763779068,0.8124912118749922,0.9873359210028244
