lat,lon,reason,snap_lat,snap_lon,snap_dist_m
39.193921367734596,9.15902054521741,otp_no_itinerary,39.1935638,9.1584131,
39.193921367734596,9.15902054521741,otp_no_itinerary,39.1935638,9.1584131,
39.193921367734596,9.15902054521741,otp_no_itinerary,39.1935638,9.1584131,
39.193921367734596,9.15902054521741,otp_no_itinerary,39.1935638,9.1584131,
39.21157305664548,9.16875665190801,otp_no_itinerary,39.2107228,9.1703668,
39.21157305664548,9.16875665190801,otp_no_itinerary,39.2107228,9.1703668,
39.21157305664548,9.16875665190801,otp_no_itinerary,39.2107228,9.1703668,
39.21157305664548,9.16875665190801,otp_no_itinerary,39.2107228,9.1703668,
39.25087569240135,9.120866206637325,otp_no_itinerary,39.2509287,9.1212425,
39.25087569240135,9.120866206637325,otp_no_itinerary,39.2509287,9.1212425,
39.25087569240135,9.120866206637325,otp_no_itinerary,39.2509287,9.1212425,
39.25087569240135,9.120866206637325,otp_no_itinerary,39.2509287,9.1212425,
39.25776507425632,9.099124433442991,otp_no_itinerary,39.2575574,9.0982059,
39.24496134189483,9.147784800005118,otp_no_itinerary,39.2442986,9.1481224,
39.24496134189483,9.147784800005118,otp_no_itinerary,39.2442986,9.1481224,
39.24496134189483,9.147784800005118,otp_no_itinerary,39.2442986,9.1481224,
39.24496134189483,9.147784800005118,otp_no_itinerary,39.2442986,9.1481224,
39.203643107313944,9.150454623573868,otp_no_itinerary,39.2031279,9.1509558,
39.203643107313944,9.150454623573868,otp_no_itinerary,39.2031279,9.1509558,
39.203643107313944,9.150454623573868,otp_no_itinerary,39.2031279,9.1509558,
39.25776507425632,9.099124433442991,otp_no_itinerary,39.2575574,9.0982059,
39.25455313033898,9.097128005456684,otp_no_itinerary,39.254385,9.0966193,
39.25776507425632,9.099124433442991,otp_no_itinerary,39.2575574,9.0982059,
39.25776507425632,9.099124433442991,otp_no_itinerary,39.2575574,9.0982059,
39.25075576692905,9.121070785379704,otp_no_itinerary,39.2509287,9.1212425,
39.25075576692905,9.121070785379704,otp_no_itinerary,39.2509287,9.1212425,
39.25075576692905,9.121070785379704,otp_no_itinerary,39.2509287,9.1212425,
39.25075576692905,9.121070785379704,otp_no_itinerary,39.2509287,9.1212425,
39.242263123030575,9.089266506822899,otp_no_itinerary,39.2431854,9.0890257,
39.20195865071483,9.150754741188054,otp_no_itinerary,39.2014634,9.1504864,
39.25054250356116,9.139181880885454,otp_no_itinerary,39.2507149,9.1396906,
39.25054250356116,9.139181880885454,otp_no_itinerary,39.2507149,9.1396906,
39.18960303566301,9.140559432878801,otp_no_itinerary,39.1896799,9.14099,
39.25054250356116,9.139181880885454,otp_no_itinerary,39.2507149,9.1396906,
39.20388411259959,9.140483391635083,otp_no_itinerary,39.2036548,9.1400932,
39.25054250356116,9.139181880885454,otp_no_itinerary,39.2507149,9.1396906,
39.25455313033898,9.097128005456684,otp_no_itinerary,39.254385,9.0966193,
39.24423755884709,9.134329713386569,otp_no_itinerary,39.2439538,9.1347802,
39.24423755884709,9.134329713386569,otp_no_itinerary,39.2439538,9.1347802,
39.24423755884709,9.134329713386569,otp_no_itinerary,39.2439538,9.1347802,
39.24423755884709,9.134329713386569,otp_no_itinerary,39.2439538,9.1347802,
39.248933167604235,9.146952831362764,otp_no_itinerary,39.245648,9.1440475,
39.248933167604235,9.146952831362764,otp_no_itinerary,39.245648,9.1440475,
39.257090381041635,9.094127236494936,otp_no_itinerary,39.2573555,9.0942807,
39.248933167604235,9.146952831362764,otp_no_itinerary,39.245648,9.1440475,
39.26689941280172,9.100902633901768,otp_no_itinerary,39.2650142,9.0992724,
39.26689941280172,9.100902633901768,otp_no_itinerary,39.2650142,9.0992724,
39.26689941280172,9.100902633901768,otp_no_itinerary,39.2650142,9.0992724,
39.258712946479015,9.093139852631637,otp_no_itinerary,39.2584045,9.0928688,
39.248933167604235,9.146952831362764,otp_no_itinerary,39.245648,9.1440475,
39.26689941280172,9.100902633901768,otp_no_itinerary,39.2650142,9.0992724,
39.249729577880416,9.137106434222344,otp_no_itinerary,39.2496543,9.1364478,
39.246994448768916,9.128684465755605,otp_no_itinerary,39.2471906,9.1286768,
39.246994448768916,9.128684465755605,otp_no_itinerary,39.2471906,9.1286768,
39.249729577880416,9.137106434222344,otp_no_itinerary,39.2496543,9.1364478,
39.249729577880416,9.137106434222344,otp_no_itinerary,39.2496543,9.1364478,
39.246994448768916,9.128684465755605,otp_no_itinerary,39.2471906,9.1286768,
39.25379710680606,9.120377137363835,otp_no_itinerary,39.2534608,9.1201738,
39.249729577880416,9.137106434222344,otp_no_itinerary,39.2496543,9.1364478,
39.26094897604518,9.122031766050295,otp_no_itinerary,39.2605373,9.1222216,
39.25379710680606,9.120377137363835,otp_no_itinerary,39.2534608,9.1201738,
39.25379710680606,9.120377137363835,otp_no_itinerary,39.2534608,9.1201738,
39.26103598179536,9.122206915759314,otp_no_itinerary,39.2613911,9.1224469,
39.25455109008815,9.096711278870908,otp_no_itinerary,39.254385,9.0966193,
39.26094897604518,9.122031766050295,otp_no_itinerary,39.2605373,9.1222216,
39.26094897604518,9.122031766050295,otp_no_itinerary,39.2605373,9.1222216,
39.2547734,9.09729345,otp_no_itinerary,39.2551247,9.09757,
39.25791835682347,9.114894926756609,otp_no_itinerary,39.2576865,9.1145702,
39.26103598179536,9.122206915759314,otp_no_itinerary,39.2613911,9.1224469,
39.26103598179536,9.122206915759314,otp_no_itinerary,39.2613911,9.1224469,
39.25379710680606,9.120377137363835,otp_no_itinerary,39.2534608,9.1201738,
39.25791835682347,9.114894926756609,otp_no_itinerary,39.2576865,9.1145702,
39.25791835682347,9.114894926756609,otp_no_itinerary,39.2576865,9.1145702,
39.25083048323493,9.117032133724116,otp_no_itinerary,39.250768,9.1170087,
39.257090381041635,9.094127236494936,otp_no_itinerary,39.2573555,9.0942807,
39.26094897604518,9.122031766050295,otp_no_itinerary,39.2605373,9.1222216,
39.25083048323493,9.117032133724116,otp_no_itinerary,39.250768,9.1170087,
39.25083048323493,9.117032133724116,otp_no_itinerary,39.250768,9.1170087,
39.257090381041635,9.094127236494936,otp_no_itinerary,39.2573555,9.0942807,
39.26103598179536,9.122206915759314,otp_no_itinerary,39.2613911,9.1224469,
39.257090381041635,9.094127236494936,otp_no_itinerary,39.2573555,9.0942807,
39.25631022337393,9.118166023245651,otp_no_itinerary,39.2557754,9.1180652,
39.25791835682347,9.114894926756609,otp_no_itinerary,39.2576865,9.1145702,
39.25697589657106,9.121426914301187,otp_no_itinerary,39.2568654,9.1216783,
39.25631022337393,9.118166023245651,otp_no_itinerary,39.2557754,9.1180652,
39.25631022337393,9.118166023245651,otp_no_itinerary,39.2557754,9.1180652,
39.25697589657106,9.121426914301187,otp_no_itinerary,39.2568654,9.1216783,
39.25697589657106,9.121426914301187,otp_no_itinerary,39.2568654,9.1216783,
39.25083048323493,9.117032133724116,otp_no_itinerary,39.250768,9.1170087,
39.2551438,9.094092450000002,otp_no_itinerary,39.2554302,9.0953912,
39.25322813628813,9.124982066724787,otp_no_itinerary,39.2532196,9.1256261,
39.25322813628813,9.124982066724787,otp_no_itinerary,39.2532196,9.1256261,
39.25322813628813,9.124982066724787,otp_no_itinerary,39.2532196,9.1256261,
39.257090381041635,9.094127236494936,otp_no_itinerary,39.2573555,9.0942807,
39.258712946479015,9.093139852631637,otp_no_itinerary,39.2584045,9.0928688,
39.258712946479015,9.093139852631637,otp_no_itinerary,39.2584045,9.0928688,
39.25631022337393,9.118166023245651,otp_no_itinerary,39.2557754,9.1180652,
39.25697589657106,9.121426914301187,otp_no_itinerary,39.2568654,9.1216783,
39.254624760931264,9.12517118698241,otp_no_itinerary,39.2546316,9.1253017,
39.2553059,9.0969175,otp_no_itinerary,39.2550013,9.096743,
39.254624760931264,9.12517118698241,otp_no_itinerary,39.2546316,9.1253017,
39.254624760931264,9.12517118698241,otp_no_itinerary,39.2546316,9.1253017,
39.25451530000001,9.097036450000001,otp_no_itinerary,39.254385,9.0966193,
39.25322813628813,9.124982066724787,otp_no_itinerary,39.2532196,9.1256261,
39.247944,9.1322863,otp_no_itinerary,39.2477263,9.1319913,
39.247944,9.1322863,otp_no_itinerary,39.2477263,9.1319913,
39.258712946479015,9.093139852631637,otp_no_itinerary,39.2584045,9.0928688,
39.247944,9.1322863,otp_no_itinerary,39.2477263,9.1319913,
39.242160334541126,9.089409165971551,otp_no_itinerary,39.241616,9.0883015,
39.2480304,9.1322558,otp_no_itinerary,39.2477263,9.1319913,
39.2480304,9.1322558,otp_no_itinerary,39.2477263,9.1319913,
39.2480304,9.1322558,otp_no_itinerary,39.2477263,9.1319913,
39.2026478,9.1615693,otp_no_itinerary,39.2027611,9.1615956,
39.2026478,9.1615693,otp_no_itinerary,39.2027611,9.1615956,
39.2026478,9.1615693,otp_no_itinerary,39.2027611,9.1615956,
39.2481059,9.1397924,otp_no_itinerary,39.2480947,9.1398285,
